Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,City,Product_ID,Sales,Quantity,Discount,Profit,Return
US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Houston,FUR-FU-10000260,9.708,3,0.6,-5.8248,0
US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Houston,OFF-ST-10000615,27.24,3,0.2,2.724,0
US-2014-147606,11/26/2014,12/1/2014,Second Class,JE-15745,Houston,FUR-FU-10003194,19.3,5,0.6,-14.475,0
CA-2016-127208,6/12/2016,6/15/2016,First Class,SC-20770,Decatur,OFF-AP-10002118,208.16,1,0,56.2032,0
CA-2016-127208,6/12/2016,6/15/2016,First Class,SC-20770,Decatur,OFF-BI-10002309,16.74,3,0,8.0352,0
CA-2014-139451,10/12/2014,10/16/2014,Standard Class,DN-13690,San Francisco,OFF-AR-10002053,14.9,5,0,4.172,0
CA-2014-139451,10/12/2014,10/16/2014,Standard Class,DN-13690,San Francisco,OFF-ST-10002370,21.39,1,0,6.2031,0
CA-2015-149734,9/3/2015,9/8/2015,Standard Class,JC-16105,Durham,OFF-EN-10000927,200.984,7,0.2,62.8075,0
US-2017-119662,11/13/2017,11/16/2017,First Class,CS-12400,Chicago,OFF-ST-10003656,230.376,3,0.2,-48.9549,0
CA-2017-140088,5/28/2017,5/30/2017,Second Class,PO-18865,Columbia,FUR-CH-10000863,301.96,2,0,33.2156,0
CA-2017-155558,10/26/2017,11/2/2017,Standard Class,PG-18895,Rochester,TEC-AC-10001998,19.99,1,0,6.7966,0
CA-2017-155558,10/26/2017,11/2/2017,Standard Class,PG-18895,Rochester,OFF-LA-10000134,6.16,2,0,2.9568,0
CA-2016-159695,4/5/2016,4/10/2016,Second Class,GM-14455,Houston,OFF-ST-10003442,158.368,7,0.2,13.8572,0
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Los Angeles,OFF-AR-10004930,20.1,3,0,6.633,1
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Los Angeles,TEC-PH-10004093,73.584,2,0.2,8.2782,1
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Los Angeles,OFF-PA-10000304,6.48,1,0,3.1104,1
CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,Minneapolis,OFF-PA-10003177,12.96,2,0,6.2208,0
CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,Minneapolis,FUR-FU-10003799,53.34,3,0,16.5354,0
CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,Minneapolis,OFF-BI-10002852,32.96,2,0,16.1504,0
US-2017-109484,11/6/2017,11/12/2017,Standard Class,RB-19705,Portland,OFF-BI-10004738,5.682,1,0.7,-3.788,0
CA-2017-161018,11/9/2017,11/11/2017,Second Class,PN-18775,New York City,FUR-FU-10000629,96.53,7,0,40.5426,0
CA-2017-157833,6/17/2017,6/20/2017,First Class,KD-16345,San Francisco,OFF-BI-10001721,51.312,3,0.2,17.9592,0
CA-2016-149223,9/6/2016,9/11/2016,Standard Class,ER-13855,Saint Paul,OFF-AP-10000358,77.88,6,0,22.5852,0
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,Chicago,OFF-PA-10003256,64.624,7,0.2,22.6184,0
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,Chicago,TEC-AC-10001767,95.976,3,0.2,-10.7973,0
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,Chicago,OFF-BI-10002609,1.788,3,0.8,-3.0396,0
CA-2016-129903,12/1/2016,12/4/2016,Second Class,GZ-14470,Rochester,OFF-PA-10004040,23.92,4,0,11.7208,0
US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,Aurora,TEC-AC-10001552,238.896,6,0.2,-26.8758,0
US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,Aurora,FUR-FU-10004006,102.36,3,0.2,-3.8385,0
US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,Aurora,OFF-BI-10002794,36.882,3,0.7,-25.8174,0
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,Charlotte,TEC-AC-10003499,74.112,8,0.2,17.6016,0
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,Charlotte,TEC-PH-10002844,27.992,1,0.2,2.0994,0
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,Charlotte,OFF-AR-10000390,3.304,1,0.2,1.0738,0
CA-2015-129476,10/15/2015,10/20/2015,Standard Class,PA-19060,Orland Park,TEC-AC-10000844,339.96,5,0.2,67.992,0
CA-2017-146780,12/25/2017,12/30/2017,Standard Class,CV-12805,New York City,FUR-FU-10001934,41.96,2,0,10.9096,0
CA-2016-128867,11/3/2016,11/10/2016,Standard Class,CL-12565,Urbandale,OFF-AR-10000380,75.96,2,0,22.788,0
CA-2016-128867,11/3/2016,11/10/2016,Standard Class,CL-12565,Urbandale,OFF-BI-10003981,27.24,6,0,13.3476,0
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Columbus,OFF-FA-10000621,40.096,14,0.2,14.5348,0
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Columbus,OFF-EN-10002600,4.72,2,0.2,1.652,0
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Columbus,OFF-PA-10004965,23.976,3,0.2,7.4925,0
CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Columbus,OFF-EN-10002504,130.464,6,0.2,44.0316,0
CA-2015-110457,3/2/2015,3/6/2015,Standard Class,DK-13090,Seattle,FUR-TA-10001768,787.53,3,0,165.3813,0
US-2015-136476,4/5/2015,4/10/2015,Standard Class,GG-14650,Bristol,OFF-BI-10003650,157.794,1,0.7,-115.7156,0
CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,Wilmington,FUR-FU-10002157,47.04,3,0,18.3456,0
CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,Wilmington,OFF-BI-10003910,30.84,4,0,13.878,0
CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,Wilmington,OFF-ST-10000777,226.56,6,0,63.4368,0
CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,Wilmington,OFF-EN-10002500,115.02,9,0,51.759,0
CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,Wilmington,TEC-PH-10003875,68.04,7,0,19.7316,0
US-2014-152030,12/26/2014,12/28/2014,Second Class,AD-10180,Houston,FUR-CH-10004063,600.558,3,0.3,-8.5794,0
US-2014-134614,9/20/2014,9/25/2014,Standard Class,PF-19165,Bloomington,FUR-TA-10004534,617.7,6,0.5,-407.682,0
US-2017-107272,11/5/2017,11/12/2017,Standard Class,TS-21610,Phoenix,OFF-BI-10003274,2.388,2,0.7,-1.8308,0
US-2017-107272,11/5/2017,11/12/2017,Standard Class,TS-21610,Phoenix,OFF-ST-10002974,243.992,7,0.2,30.499,0
US-2016-125969,11/6/2016,11/10/2016,Second Class,LS-16975,Los Angeles,FUR-CH-10001146,81.424,2,0.2,-9.1602,0
US-2016-125969,11/6/2016,11/10/2016,Second Class,LS-16975,Los Angeles,FUR-FU-10003773,238.56,3,0,26.2416,0
US-2017-164147,2/2/2017,2/5/2017,First Class,DW-13585,Columbus,TEC-PH-10002293,59.97,5,0.4,-11.994,0
US-2017-164147,2/2/2017,2/5/2017,First Class,DW-13585,Columbus,OFF-PA-10002377,78.304,2,0.2,29.364,0
US-2017-164147,2/2/2017,2/5/2017,First Class,DW-13585,Columbus,OFF-FA-10002780,21.456,9,0.2,6.9732,0
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Roseville,OFF-PA-10001804,20.04,3,0,9.6192,1
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Roseville,OFF-PA-10001736,35.44,1,0,16.6568,1
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Roseville,OFF-AR-10001149,11.52,4,0,3.456,1
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Roseville,OFF-FA-10002988,4.02,2,0,1.9698,1
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Roseville,OFF-BI-10004781,76.176,3,0.2,26.6616,1
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Roseville,OFF-SU-10001218,65.88,6,0,18.4464,1
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,Roseville,FUR-FU-10001706,43.12,14,0,20.6976,1
CA-2016-110366,9/5/2016,9/7/2016,Second Class,JD-15895,Philadelphia,FUR-FU-10004848,82.8,2,0.2,10.35,0
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,San Francisco,OFF-AR-10000940,8.82,3,0,2.3814,0
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,San Francisco,OFF-EN-10004030,10.86,3,0,5.1042,0
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,San Francisco,OFF-PA-10004327,143.7,3,0,68.976,0
CA-2017-155376,12/22/2017,12/27/2017,Standard Class,SG-20080,Independence,OFF-AP-10001058,839.43,3,0,218.2518,0
CA-2015-110744,9/7/2015,9/12/2015,Standard Class,HA-14920,Pasadena,OFF-ST-10003656,671.93,7,0,20.1579,0
CA-2014-110072,10/22/2014,10/28/2014,Standard Class,MG-17680,Newark,FUR-FU-10000521,93.888,4,0.2,12.9096,0
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,Franklin,TEC-PH-10000215,384.45,11,0,103.8015,0
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,Franklin,TEC-PH-10001448,149.97,3,0,5.9988,0
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,Franklin,FUR-CH-10000454,1951.84,8,0,585.552,0
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,Franklin,OFF-BI-10002735,171.55,5,0,80.6285,0
CA-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,Scottsdale,OFF-AP-10000326,157.92,5,0.2,17.766,0
CA-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,Scottsdale,TEC-PH-10001254,203.184,2,0.2,15.2388,0
CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,San Jose,OFF-PA-10001950,58.38,7,0,26.271,0
CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,San Jose,OFF-PA-10002254,105.52,4,0,48.5392,0
CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,San Jose,OFF-ST-10001590,80.88,6,0,21.0288,0
CA-2015-118948,5/28/2015,6/3/2015,Standard Class,NK-18490,Seattle,OFF-AR-10001547,6.63,3,0,1.7901,0
CA-2014-104269,3/1/2014,3/6/2014,Second Class,DB-13060,Seattle,FUR-CH-10004063,457.568,2,0.2,51.4764,0
CA-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,Edmond,OFF-LA-10002475,14.62,2,0,6.8714,0
CA-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,Edmond,TEC-PH-10004536,944.93,7,0,236.2325,0
CA-2016-162733,5/11/2016,5/12/2016,First Class,TT-21070,Los Angeles,OFF-PA-10002751,5.98,1,0,2.691,0
CA-2015-119697,12/28/2015,12/31/2015,Second Class,EM-13960,Philadelphia,TEC-AC-10003657,54.384,2,0.2,1.3596,0
CA-2016-154508,11/16/2016,11/20/2016,Standard Class,RD-19900,Carlsbad,OFF-EN-10001990,28.4,5,0,13.348,0
CA-2016-113817,11/7/2016,11/11/2016,Standard Class,MJ-17740,Seattle,OFF-BI-10004002,27.68,2,0.2,9.688,0
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,San Antonio,OFF-AR-10004441,9.936,3,0.2,2.7324,0
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,San Antonio,TEC-MA-10000822,8159.952,8,0.4,-1359.992,0
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,San Antonio,OFF-ST-10000991,275.928,3,0.2,-58.6347,0
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,San Antonio,FUR-CH-10004287,1740.06,9,0.3,-24.858,0
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,San Antonio,OFF-AR-10002656,32.064,6,0.2,6.8136,0
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,San Antonio,OFF-AP-10002518,177.98,5,0.8,-453.849,0
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,San Antonio,TEC-PH-10003931,143.976,3,0.2,8.9985,0
CA-2014-118962,8/5/2014,8/9/2014,Standard Class,CS-12130,Los Angeles,OFF-PA-10000659,20.94,3,0,9.8418,0
CA-2014-118962,8/5/2014,8/9/2014,Standard Class,CS-12130,Los Angeles,OFF-PA-10001144,110.96,2,0,53.2608,0
CA-2014-118962,8/5/2014,8/9/2014,Standard Class,CS-12130,Los Angeles,FUR-CH-10003817,340.144,7,0.2,21.259,0
US-2014-100853,9/14/2014,9/19/2014,Standard Class,JB-15400,Chicago,OFF-AP-10000891,52.448,2,0.8,-131.12,0
US-2014-100853,9/14/2014,9/19/2014,Standard Class,JB-15400,Chicago,OFF-LA-10003148,20.16,4,0.2,6.552,0
US-2017-152366,4/21/2017,4/25/2017,Second Class,SJ-20500,Houston,OFF-AP-10002684,97.264,4,0.8,-243.16,0
US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,Newark,FUR-CH-10004698,396.802,7,0.3,-11.3372,0
US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,Newark,OFF-SU-10002189,15.88,5,0.2,-3.7715,0
CA-2015-137225,12/15/2015,12/19/2015,Standard Class,JK-15640,New York City,OFF-AR-10001940,3.28,1,0,1.4104,0
CA-2014-166191,12/5/2014,12/9/2014,Second Class,DK-13150,Decatur,OFF-ST-10003455,24.816,2,0.2,1.8612,0
CA-2014-166191,12/5/2014,12/9/2014,Second Class,DK-13150,Decatur,TEC-AC-10004659,408.744,7,0.2,76.6395,0
CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,Monroe,TEC-PH-10003273,503.96,4,0,131.0296,0
CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,Monroe,TEC-PH-10004896,149.95,5,0,41.986,0
CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,Monroe,TEC-AC-10002345,29,2,0,7.25,0
CA-2016-105018,11/28/2016,12/2/2016,Standard Class,SK-19990,Fairfield,OFF-BI-10001890,7.16,2,0,3.4368,0
CA-2014-123260,8/26/2014,8/30/2014,Standard Class,FM-14290,Los Angeles,TEC-AC-10002323,176.8,8,0,22.984,0
CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,Grand Prairie,OFF-ST-10001328,37.224,3,0.2,3.7224,0
CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,Grand Prairie,OFF-PA-10001950,20.016,3,0.2,6.255,0
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,New York City,FUR-BO-10002613,899.136,4,0.2,112.392,0
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,New York City,TEC-PH-10001552,71.76,6,0,20.0928,0
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,New York City,OFF-PA-10000061,51.84,8,0,24.8832,0
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,New York City,FUR-BO-10002545,626.352,3,0.2,46.9764,0
CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,New York City,OFF-AR-10003514,19.9,5,0,6.567,0
CA-2015-131457,10/31/2015,11/6/2015,Standard Class,MZ-17515,Redlands,OFF-EN-10001509,14.28,7,0,6.7116,0
CA-2014-140004,3/21/2014,3/25/2014,Standard Class,CB-12025,Hamilton,OFF-AR-10004685,7.408,2,0.2,1.2038,0
CA-2014-140004,3/21/2014,3/25/2014,Standard Class,CB-12025,Hamilton,OFF-AR-10004027,6.048,3,0.2,1.5876,0
CA-2017-107720,11/6/2017,11/13/2017,Standard Class,VM-21685,Westfield,OFF-ST-10001414,46.26,3,0,12.0276,0
US-2017-124303,7/6/2017,7/13/2017,Standard Class,FH-14365,Philadelphia,OFF-BI-10000343,2.946,2,0.7,-2.2586,0
US-2017-124303,7/6/2017,7/13/2017,Standard Class,FH-14365,Philadelphia,OFF-PA-10002749,16.056,3,0.2,5.8203,0
CA-2017-105074,6/24/2017,6/29/2017,Standard Class,MB-17305,Akron,OFF-PA-10002666,21.744,3,0.2,6.795,0
CA-2014-133690,8/3/2014,8/5/2014,First Class,BS-11755,Denver,FUR-TA-10004289,218.75,2,0.5,-161.875,1
CA-2014-133690,8/3/2014,8/5/2014,First Class,BS-11755,Denver,OFF-AP-10003622,2.6,1,0.2,0.2925,1
US-2017-116701,12/17/2017,12/21/2017,Second Class,LC-17140,Dallas,OFF-AP-10003217,66.284,2,0.8,-178.9668,0
CA-2017-126382,6/3/2017,6/7/2017,Standard Class,HK-14890,Franklin,FUR-FU-10002960,35.168,7,0.2,9.6712,0
CA-2017-108329,12/9/2017,12/14/2017,Standard Class,LE-16810,Whittier,TEC-PH-10001918,444.768,4,0.2,44.4768,0
CA-2017-135860,12/1/2017,12/7/2017,Standard Class,JH-15985,Saginaw,OFF-ST-10000642,83.92,4,0,5.8744,0
CA-2017-135860,12/1/2017,12/7/2017,Standard Class,JH-15985,Saginaw,TEC-PH-10001700,131.98,2,0,35.6346,0
